city_id,name,cloudiness,country,date,humidity,lat,lng,maxTemp,windSpeed
322,Wisconsin Rapids,1,US,11/14/2019 17:43,73,44.39,-89.82,27,5.82
323,Port Blair,71,IN,11/14/2019 17:43,72,11.67,92.75,82.69,4.88
324,Vila Velha,0,BR,11/14/2019 17:43,74,-3.71,-38.6,80.6,8.05
325,Kangaatsiaq,100,GL,11/14/2019 17:43,77,68.31,-53.46,35.98,7.2
326,Hirara,40,JP,11/14/2019 17:43,60,24.8,125.28,71.6,14.99
327,Moa,20,CU,11/14/2019 17:43,98,20.66,-74.95,70.09,2.42
328,Uyskoye,50,RU,11/14/2019 17:43,91,54.37,60.01,10,4.94
329,Parkes,0,AU,11/14/2019 17:43,12,-33.14,148.18,82.99,1.01
330,Mayo,90,CA,11/14/2019 17:43,85,63.59,-135.9,10.4,14.99
331,Saint-Junien,90,FR,11/14/2019 17:43,100,45.89,0.9,41,2.24
332,Tulum,75,MX,11/14/2019 17:43,88,20.21,-87.46,80.6,5.82
333,Illapel,0,CL,11/14/2019 17:43,70,-31.63,-71.17,57.54,2.64
334,Nuuk,93,GL,11/14/2019 17:39,100,64.17,-51.74,30.2,3.36
335,Kadhan,36,PK,11/14/2019 17:43,79,24.48,68.99,72.25,8.48
336,Sibolga,100,ID,11/14/2019 17:43,95,1.74,98.78,72.16,2.77
337,Boshan,0,CN,11/14/2019 17:43,54,36.48,117.83,51.01,1.92
338,Nisia Floresta,20,BR,11/14/2019 17:43,78,-6.09,-35.21,78.8,11.41
339,Alice Springs,0,AU,11/14/2019 17:43,9,-23.7,133.88,78.8,6.93
340,Erenhot,0,CN,11/14/2019 17:43,42,43.65,111.97,28.31,6.58
341,San Juan,0,AR,11/14/2019 17:43,28,-31.54,-68.53,84.47,11.95
342,Honiara,75,SB,11/14/2019 17:42,79,-9.43,159.96,86,6.93
343,Ubinskoye,17,RU,11/14/2019 17:43,96,55.31,79.68,-2.15,8.48
344,Orzhytsya,0,UA,11/14/2019 17:43,63,49.79,32.7,40.59,12.33
345,Yumen,68,CN,11/14/2019 17:43,46,40.29,97.04,27.03,9.95
346,Porto Torres,20,IT,11/14/2019 17:43,93,40.84,8.4,57.2,19.46
347,Iqaluit,90,CA,11/14/2019 17:43,78,63.75,-68.52,17.6,23.04
348,Hasaki,75,JP,11/14/2019 17:43,66,35.73,140.83,53.6,6.93
349,Buta,34,CD,11/14/2019 17:43,98,2.79,24.73,69.13,1.97
350,Kargasok,66,RU,11/14/2019 17:43,93,59.06,80.87,-11.09,11.01
351,Borogontsy,100,RU,11/14/2019 17:43,96,62.67,131.17,-10.44,7.02
352,Ilulissat,100,GL,11/14/2019 17:43,41,69.22,-51.1,42.8,35.57
353,Aripuana,100,BR,11/14/2019 17:43,99,-9.17,-60.63,73.08,2.64
354,Paka,100,CF,11/14/2019 17:43,81,4.15,15.03,72.01,1.83
355,Cariati,0,IT,11/14/2019 17:43,99,39.5,16.95,48.99,4.18
356,Palmer,75,AU,11/14/2019 17:43,55,-34.85,139.16,64,14.99
357,Bafra,12,TR,11/14/2019 17:43,87,41.57,35.91,48.2,1.12
358,Khrisokhorafa,49,GR,11/14/2019 17:43,81,41.18,23.23,61,3.2
359,Lompoc,1,US,11/14/2019 17:43,72,34.64,-120.46,64.4,12.75
360,Taoudenni,0,ML,11/14/2019 17:43,26,22.68,-3.98,67.8,6.08
361,Hofn,0,IS,11/14/2019 17:43,55,64.25,-15.21,36.79,3.67
362,Dingle,100,PH,11/14/2019 17:43,97,11,122.67,75.22,1.95
363,Misratah,0,LY,11/14/2019 17:43,48,32.38,15.09,69.15,13.22
364,Tupik,0,RU,11/14/2019 17:43,90,54.43,119.94,-29.72,2.93
365,Pilar,0,AR,11/14/2019 17:43,28,-34.46,-58.91,80.6,4.7
366,Kutum,100,SD,11/14/2019 17:43,21,14.2,24.66,70.11,2.77
367,Springbok,0,ZA,11/14/2019 17:43,42,-29.67,17.88,60.4,7.54
368,Beringovskiy,85,RU,11/14/2019 17:43,73,63.05,179.32,27.72,30.65
369,Kautokeino,0,NO,11/14/2019 17:43,85,69.01,23.04,13.57,2.64
370,Rosario,5,UY,11/14/2019 17:43,73,-34.31,-57.35,71.6,8.05
371,Kayes,61,ML,11/14/2019 17:43,18,14.44,-11.44,79.95,4.7
372,Richards Bay,70,ZA,11/14/2019 17:43,82,-28.77,32.06,68.58,8.77
373,Vostok,90,RU,11/14/2019 17:43,51,46.45,135.83,4.59,20.4
374,Nchelenge,86,ZM,11/14/2019 17:43,82,-9.35,28.74,68.59,3.96
375,Sechura,23,PE,11/14/2019 17:43,88,-5.56,-80.82,66.2,12.35
376,Kilindoni,9,TZ,11/14/2019 17:43,76,-7.91,39.67,81.37,8.25
377,Kudahuvadhoo,100,MV,11/14/2019 17:43,74,2.67,72.89,82.53,7.65
378,Tres Arroyos,68,AR,11/14/2019 17:43,53,-38.38,-60.28,57.42,6.51
379,Labuhan,87,ID,11/14/2019 17:43,82,-2.54,115.51,78.19,1.43
380,Berlevag,100,NO,11/14/2019 17:43,94,70.86,29.09,37.11,18.23
381,Skjervoy,92,NO,11/14/2019 17:43,72,70.03,20.97,38.16,12.59
382,Talnakh,40,RU,11/14/2019 17:43,75,69.49,88.39,-18.4,2.24
383,Margate,20,AU,11/14/2019 17:43,30,-43.03,147.26,59,21.92
384,Henderson,1,US,11/14/2019 17:41,13,36.04,-114.98,73.4,8.05
385,Hokitika,36,NZ,11/14/2019 17:43,63,-42.72,170.96,54.41,9.57
386,Saldanha,71,PT,11/14/2019 17:43,83,41.42,-6.55,37.35,13.31
387,Noumea,1,NC,11/14/2019 17:43,39,-22.28,166.46,84.2,12.75
388,Mikuni,75,JP,11/14/2019 17:43,87,36.22,136.15,46.4,4.7
389,Pathein,5,MM,11/14/2019 17:42,80,16.78,94.73,76.53,9.33
390,Morehead,20,US,11/14/2019 17:43,41,38.18,-83.43,44.6,2.53
391,Matias Barbosa,100,BR,11/14/2019 17:43,98,-21.87,-43.32,68.31,5.14
392,Villafranca de los Barros,67,ES,11/14/2019 17:43,79,38.56,-6.34,44.01,8.99
393,Ancud,90,CL,11/14/2019 17:43,100,-41.87,-73.83,55.4,11.41
394,Porto Walter,98,BR,11/14/2019 17:43,90,-8.27,-72.74,76.32,3.53
395,Almenara,97,BR,11/14/2019 17:43,83,-16.17,-40.69,71.31,4.25
396,Chingirlau,12,KZ,11/14/2019 17:43,75,51.09,54.08,27.63,6.04
397,Coahuayana,51,MX,11/14/2019 17:43,70,18.62,-100.35,75.13,1.5
398,Athabasca,100,CA,11/14/2019 17:43,96,54.72,-113.29,27.9,11.07
399,Adrar,100,DZ,11/14/2019 17:43,25,27.87,-0.29,66.2,14.99
400,Sassandra,69,CI,11/14/2019 17:43,86,4.95,-6.09,77.54,2.39
401,Haines Junction,83,CA,11/14/2019 17:43,96,60.75,-137.51,24.57,8.9
402,Half Moon Bay,90,US,11/14/2019 17:43,77,37.46,-122.43,64.4,9.17
403,Dunedin,26,NZ,11/14/2019 17:43,72,-45.87,170.5,55.99,15.99
404,Remetea,100,RO,11/14/2019 17:43,100,46.74,22.35,52,1.86
405,Ust-Omchug,97,RU,11/14/2019 17:43,96,61.13,149.63,0.68,9.51
406,Northam,5,AU,11/14/2019 17:43,35,-31.65,116.67,73.4,11.41
407,Xuanhua,15,CN,11/14/2019 17:43,51,40.61,115.04,32.27,1.72
408,Innisfail,29,AU,11/14/2019 17:43,49,-17.52,146.03,82.99,1.99
409,Cockburn Town,8,TC,11/14/2019 17:41,74,21.46,-71.14,81.99,12.48
410,Grindavik,100,IS,11/14/2019 17:43,80,63.84,-22.43,35.6,17.22
411,Singapore,75,MY,11/14/2019 17:38,88,1.29,103.85,80.6,2.24
412,Leeuwarden,90,NL,11/14/2019 17:39,86,53.2,5.79,43,8.05
413,Koumra,95,TD,11/14/2019 17:43,40,8.92,17.55,77.4,0.47
414,Vao,95,EE,11/14/2019 17:43,95,59.1,26.19,39.56,4.52
415,Klamath Falls,90,US,11/14/2019 17:43,43,42.22,-121.78,60.01,6.93
416,Riyadh,0,SA,11/14/2019 17:43,45,24.63,46.72,66.2,5.82
417,Talcahuano,75,CL,11/14/2019 17:43,87,-36.72,-73.12,60.8,9.17
418,Pueblo Nuevo,20,AR,11/14/2019 17:43,35,-32.93,-68.73,84.2,2.24
419,Harper,90,US,11/14/2019 17:43,75,30.3,-99.24,48,3.36
420,Namie,20,JP,11/14/2019 17:43,86,37.52,140.86,50,3.36
421,Qinzhou,37,CN,11/14/2019 17:43,58,21.96,108.62,64.58,1.99
422,Ofaqim,10,IL,11/14/2019 17:43,58,31.31,34.62,70,1.01
423,Sterling,1,US,11/14/2019 17:42,55,39,-77.4,37.4,4.52
424,Koppies,0,ZA,11/14/2019 17:43,62,-27.24,27.57,56.75,10.11
425,Basco,1,US,11/14/2019 17:43,68,40.33,-91.2,30.99,3.36
426,Oxford,90,US,11/14/2019 17:42,75,33.61,-85.83,45,4.7
427,Opuwo,94,NA,11/14/2019 17:43,20,-18.06,13.84,72.03,4.21
428,San Isidro,75,CR,11/14/2019 17:43,94,10.02,-84.06,69.8,4.7
429,Acapulco,75,MX,11/14/2019 17:39,78,16.86,-99.88,82.4,4.7
430,Leshukonskoye,100,RU,11/14/2019 17:43,98,64.9,45.76,34.25,7.18
431,Soyo,98,AO,11/14/2019 17:43,88,-6.13,12.37,78.66,4.27
432,Bayir,40,TR,11/14/2019 17:43,87,37.27,28.22,57.2,4.7
433,Hay River,75,CA,11/14/2019 17:43,84,60.82,-115.79,1.4,3.36
434,Owatonna,1,US,11/14/2019 17:43,73,44.08,-93.23,30,9.17
435,Melioratorov,100,RU,11/14/2019 17:43,84,57.21,65.61,5,4.47
436,Petropavlovsk-Kamchatskiy,90,RU,11/14/2019 17:43,93,53.05,158.65,35.6,13.42
437,Wundanyi,94,KE,11/14/2019 17:43,88,-3.4,38.37,69.8,1.81
438,Te Anau,99,NZ,11/14/2019 17:43,85,-45.41,167.72,44.96,9.95
439,Hammerfest,75,NO,11/14/2019 17:43,98,70.66,23.68,33.8,14.99
440,Ranong,20,TH,11/14/2019 17:43,88,9.96,98.62,78.8,4.7
441,Bobcaygeon,90,CA,11/14/2019 17:43,86,44.54,-78.55,32,4.7
442,Mashhad,62,IR,11/14/2019 17:42,37,36.3,59.61,37.4,4.7
443,San Jeronimo,82,PE,11/14/2019 17:43,96,-13.65,-73.37,53.08,5.5
444,Abbeville,93,FR,11/14/2019 17:43,93,50.11,1.83,39.2,8.05
445,Contamana,67,PE,11/14/2019 17:43,59,-7.35,-75.01,84.7,4.12
446,Wanaka,44,NZ,11/14/2019 17:43,43,-44.7,169.14,59,11.99
447,Kindu,86,CD,11/14/2019 17:43,98,-2.95,25.92,68.49,1.54
448,Veliki Preslav,83,BG,11/14/2019 17:43,87,43.16,26.81,54.93,10.2
449,Noyabrsk,66,RU,11/14/2019 17:43,100,63.2,75.45,-16.15,4.09
450,Voyvozh,100,RU,11/14/2019 17:43,93,62.89,54.96,25.36,8.52
451,Najran,0,SA,11/14/2019 17:43,41,17.54,44.22,60.8,0.4
452,Auki,14,NG,11/14/2019 17:43,24,12.18,6.51,76.53,5.77
453,Dobryanka,90,RU,11/14/2019 17:43,92,58.45,56.42,21.2,6.71
454,Antalaha,36,MG,11/14/2019 17:43,81,-14.9,50.28,79.29,8.28
455,Lovington,5,US,11/14/2019 17:43,40,32.94,-103.35,51.8,10.29
456,Marsa Matruh,4,EG,11/14/2019 17:43,69,31.35,27.25,70.72,14.54
457,Khandyga,94,RU,11/14/2019 17:43,98,62.65,135.58,-10.61,3.49
458,Port Macquarie,90,AU,11/14/2019 17:43,34,-31.43,152.91,84,4.7
459,Sola,98,TZ,11/14/2019 17:43,85,-3.17,33.8,65.93,5.37
460,Kloulklubed,40,PW,11/14/2019 17:43,79,7.04,134.26,84.2,4.7
461,Leua,97,AO,11/14/2019 17:43,89,-11.65,20.45,66.51,5.01
462,Pokhara,36,NP,11/14/2019 17:43,75,28.21,83.99,59.36,3
463,Barcelos,98,BR,11/14/2019 17:43,95,-0.97,-62.93,75.25,0.49
464,Ikalamavony,100,MG,11/14/2019 17:43,57,-21.17,46.6,72.57,2.84
465,Flinders,0,AU,11/14/2019 17:43,22,-34.58,150.85,80.01,21.92
466,Inirida,53,CO,11/14/2019 17:43,91,3.87,-67.92,77.13,2.8
467,Lata,100,IN,11/14/2019 17:43,86,30.78,78.62,27.21,3.38
468,Quilpue,0,CL,11/14/2019 17:43,41,-33.05,-71.45,75.2,4.7
469,Hailar,17,CN,11/14/2019 17:43,87,49.2,119.7,1.69,7.72
470,Belyy Yar,75,RU,11/14/2019 17:43,84,53.6,91.39,1.4,5.23
471,Isangel,84,VU,11/14/2019 17:43,76,-19.55,169.27,73.72,15.46
472,Sanary-sur-Mer,99,FR,11/14/2019 17:43,76,43.12,5.8,50,4.7
473,Hobe Sound,75,US,11/14/2019 17:41,100,27.06,-80.14,77,11.41
474,Luderitz,0,NA,11/14/2019 17:43,77,-26.65,15.16,59,17.22
475,Erdaojiang,83,CN,11/14/2019 17:43,78,41.78,126.03,18.54,2.55
476,Broome,90,GB,11/14/2019 17:43,93,52.47,1.45,41,2.24
477,Gat,100,SN,11/14/2019 17:43,73,14.69,-16.54,73.4,5.82
478,Oistins,20,BB,11/14/2019 17:39,83,13.07,-59.53,80.6,10.29
479,Shelburne,90,CA,11/14/2019 17:43,80,44.08,-80.2,30.2,5.82
480,Gizo,5,IL,11/14/2019 17:43,56,31.8,34.94,70,2.24
481,Reconquista,23,AR,11/14/2019 17:43,67,-29.14,-59.64,73.92,5.08
482,Karsava,100,LV,11/14/2019 17:43,97,56.78,27.69,46.99,3.78
483,Sao Jose da Coroa Grande,62,BR,11/14/2019 17:43,76,-8.9,-35.15,79.32,14.54
484,San Quintin,100,PH,11/14/2019 17:43,78,17.54,120.52,75.85,4.56
485,Pangoa,100,PE,11/14/2019 17:43,98,-12.12,-73,71.53,2.75
486,Rosita,99,NI,11/14/2019 17:43,97,13.92,-84.4,72.7,1.52
487,Maniitsoq,100,GL,11/14/2019 17:43,71,65.42,-52.9,33.21,14.52
488,Douentza,0,ML,11/14/2019 17:43,19,15.01,-2.95,71.08,1.66
489,Kostino,20,BG,11/14/2019 17:43,93,41.7,25.3,57,2.24
490,Necochea,18,AR,11/14/2019 17:43,91,-38.55,-58.74,54,4.18
491,Waipawa,0,NZ,11/14/2019 17:43,64,-39.94,176.59,63,15.01
492,Plakhtiyivka,99,UA,11/14/2019 17:43,93,46.1,29.72,49.73,7.78
493,Bajil,1,ES,11/14/2019 17:43,90,38.23,-2.07,36,11.01
494,Inyonga,88,TZ,11/14/2019 17:43,86,-6.72,32.06,67.24,4.43
495,Taksimo,0,RU,11/14/2019 17:43,86,56.36,114.84,-25.83,1.05
496,High Rock,75,BS,11/14/2019 17:43,88,26.63,-78.28,75.2,5.82
497,Budogoshch,100,RU,11/14/2019 17:43,88,59.29,32.45,45.5,9.71
498,Sawakin,0,SD,11/14/2019 17:43,69,19.1,37.33,85.08,5.19
499,Del Rio,75,US,11/14/2019 17:43,48,29.36,-100.9,62.6,4.7
500,Fonte Boa,100,BR,11/14/2019 17:43,94,-2.51,-66.09,76.26,2.06
501,Encruzilhada do Sul,0,BR,11/14/2019 17:43,98,-30.54,-52.52,62.47,4.05
502,Kysyl-Syr,100,RU,11/14/2019 17:43,93,63.9,122.77,-15.16,5.64
503,Westport,75,US,11/14/2019 17:39,61,41.14,-73.36,46.99,13.87
504,Bambanglipuro,100,ID,11/14/2019 17:43,75,-7.95,110.28,78.76,7.25
505,Kushima,20,JP,11/14/2019 17:43,71,31.5,131.29,50,6.93
506,Venice,90,US,11/14/2019 17:41,74,27.1,-82.45,78.8,8.05
507,Moroni,20,GR,11/14/2019 17:43,87,35.09,24.92,60.01,5.82
508,Pingdingshan,0,CN,11/14/2019 17:43,38,33.74,113.3,55,7.02
509,Port Hedland,8,AU,11/14/2019 17:43,19,-20.31,118.58,86,9.17
510,Pangani,1,KE,11/14/2019 17:43,94,-2.37,40.57,75.2,2.48
